user_id,first_purchase,last_purchase,frequency,transaction_lines,units,monetary,customer_aov,recency_days,r_score,f_score,m_score,fm_score,segment
1515915625245642977,2019-01-19 08:18:38+00:00,2021-11-30 13:11:26+00:00,777,1098,1098,462157.73,594.7975933075933,1,5,5,5,5,Champions
1515915625337818202,2019-09-14 12:20:11+00:00,2021-11-17 07:38:44+00:00,298,546,546,286039.63,959.8645302013423,15,5,5,5,5,Champions
1515915625368881731,2019-11-29 13:24:10+00:00,2021-10-09 13:02:39+00:00,559,730,730,272305.04,487.1288729874776,53,5,5,5,5,Champions
1515915625248999093,2019-01-13 10:17:11+00:00,2021-11-30 08:05:05+00:00,376,492,492,261451.42,695.3495212765957,2,5,5,5,5,Champions
1515915625078636725,2018-12-05 09:37:05+00:00,2021-11-30 10:13:52+00:00,448,519,519,255576.49,570.4832366071429,1,5,5,5,5,Champions
1515915625219296027,2019-01-22 10:48:17+00:00,2021-11-27 09:47:50+00:00,314,434,434,185446.59,590.5942356687898,5,5,5,5,5,Champions
1515915625193362756,2018-12-03 11:14:25+00:00,2021-11-30 12:23:53+00:00,330,410,410,173844.74,526.8022424242424,1,5,5,5,5,Champions
1515915625045119662,2019-01-29 11:40:12+00:00,2021-11-30 12:47:28+00:00,320,474,474,171404.09,535.63778125,1,5,5,5,5,Champions
1515915625450853094,2020-06-24 05:00:46+00:00,2021-03-03 04:02:44+00:00,288,410,410,168889.32,586.42125,274,2,5,5,5,At Risk
1515915625413944990,2020-06-04 07:14:57+00:00,2021-12-01 08:28:32+00:00,238,343,343,167337.41,703.0983613445378,1,5,5,5,5,Champions
1515915625323722153,2019-07-21 12:51:03+00:00,2021-08-11 16:18:55+00:00,265,370,370,167008.53,630.2208679245283,112,4,5,5,5,Champions
1515915625226850504,2018-12-17 15:06:55+00:00,2021-11-16 16:27:49+00:00,232,363,363,163654.42,705.4069827586208,15,5,5,5,5,Champions
1515915625349119823,2020-07-03 11:50:17+00:00,2021-09-29 12:44:04+00:00,218,361,361,160942.88,738.2700917431193,63,4,5,5,5,Champions
1515915625068700085,2018-12-06 16:29:24+00:00,2021-09-24 06:58:23+00:00,265,347,347,146620.38,553.2844528301887,69,4,5,5,5,Champions
1515915625433860532,2020-05-22 06:06:05+00:00,2021-11-30 07:23:51+00:00,203,357,357,145847.89,718.462512315271,2,5,5,5,5,Champions
1515915625311549113,2019-06-18 09:16:38+00:00,2021-05-22 15:43:35+00:00,255,350,350,145466.44,570.4566274509804,193,3,5,5,5,Loyal Customers
1515915625404872373,2020-01-27 09:54:57+00:00,2021-11-28 18:14:15+00:00,284,341,341,144937.51,510.3433450704226,3,5,5,5,5,Champions
1515915625212799174,2019-01-26 10:04:35+00:00,2021-11-30 11:32:23+00:00,211,287,287,133793.43,634.0920853080569,1,5,5,5,5,Champions
1515915625277246896,2019-04-02 08:12:16+00:00,2021-11-24 17:21:20+00:00,181,251,251,130565.0,721.353591160221,7,5,5,5,5,Champions
1515915625196556266,2019-01-14 14:33:17+00:00,2021-11-28 09:28:14+00:00,234,389,389,128271.23,548.1676495726496,4,5,5,5,5,Champions
1515915625431429460,2020-03-19 10:53:22+00:00,2021-11-30 07:11:24+00:00,203,277,277,127874.74,629.9248275862069,2,5,5,5,5,Champions
1515915625120688139,2019-01-24 15:49:32+00:00,2021-11-29 15:21:35+00:00,224,314,314,127302.21,568.3134375000001,2,5,5,5,5,Champions
1515915625194986513,2019-02-22 12:01:30+00:00,2021-11-30 17:55:49+00:00,230,275,275,127126.66,552.7246086956521,1,5,5,5,5,Champions
1515915625475923099,2020-06-19 11:25:55+00:00,2021-11-29 10:20:15+00:00,125,249,249,117990.24,943.92192,2,5,5,5,5,Champions
1515915625081825388,2018-12-03 09:48:34+00:00,2020-09-02 07:19:37+00:00,214,290,290,117590.94,549.4903738317757,456,1,5,5,5,At Risk
